오분류 패턴: Disengaged(Sleepy) → Disengaged(Calm)
케이스 수: 5541개
비율: 4.02%
  65. 02-04-78--1-20-23090800000057-04-39
  66. 02-04-78--1-20-23090800000057-04-57
  67. 02-04-78--1-20-23090800000057-04-58
  68. 02-04-78--1-20-23090800000057-04-59
  69. 02-04-78--1-20-23090800000057-04-6
  70. 02-04-78--1-20-23090800000057-04-8
  71. 02-04-78--1-20-23090800000057-04-94
  72. 02-04-78--1-20-23090800000057-04-95
  73. 02-04-78--1-20-23090800000057-04-96
  74. 02-04-78--1-20-23090800000057-04-97
  75. 02-04-78--1-20-23090800000057-04-99
  76. 02-04-78--1-21-23101100000047-04-112
  77. 02-04-78--1-21-23101100000047-04-124
  78. 02-04-78--1-21-23101100000047-04-127
  79. 02-04-78--1-21-23101100000047-04-129
  80. 02-04-78--1-21-23101100000047-04-132
  81. 02-04-78--1-21-23101100000047-04-133
  82. 02-04-78--1-21-23101100000047-04-135
  83. 02-04-78--1-21-23101100000047-04-164
  84. 02-04-78--1-21-23101100000047-04-173
  85. 02-04-78--1-21-23101100000047-04-19
  86. 02-04-78--1-21-23101100000047-04-20
  87. 02-04-78--1-21-23101100000047-04-21
  88. 02-04-78--1-21-23101100000047-04-22
  89. 02-04-78--1-21-23101100000047-04-58
  90. 02-04-78--1-21-23101100000047-04-78
  91. 02-04-78--1-21-23101100000047-04-91
  92. 02-04-78--1-21-23101100000047-04-93
  93. 02-04-78--1-21-23101100000047-04-94
  94. 02-04-78--1-23-23092200000046-04-100
  95. 02-04-78--1-23-23092200000046-04-101
  96. 02-04-78--1-23-23092200000046-04-103
  97. 02-04-78--1-23-23092200000046-04-104
  98. 02-04-78--1-23-23092200000046-04-105
  99. 02-04-78--1-23-23092200000046-04-106
 100. 02-04-78--1-23-23092200000046-04-107
 101. 02-04-78--1-23-23092200000046-04-108
 102. 02-04-78--1-23-23092200000046-04-109
 103. 02-04-78--1-23-23092200000046-04-11
 104. 02-04-78--1-23-23092200000046-04-110
 105. 02-04-78--1-23-23092200000046-04-111
 106. 02-04-78--1-23-23092200000046-04-112
 107. 02-04-78--1-23-23092200000046-04-113
 108. 02-04-78--1-23-23092200000046-04-114
 109. 02-04-78--1-23-23092200000046-04-116
 110. 02-04-78--1-23-23092200000046-04-117
 111. 02-04-78--1-23-23092200000046-04-118
 112. 02-04-78--1-23-23092200000046-04-119
 113. 02-04-78--1-23-23092200000046-04-12
 114. 02-04-78--1-23-23092200000046-04-121
 115. 02-04-78--1-23-23092200000046-04-122
 116. 02-04-78--1-23-23092200000046-04-123
 117. 02-04-78--1-23-23092200000046-04-124
 118. 02-04-78--1-23-23092200000046-04-126
 119. 02-04-78--1-23-23092200000046-04-127
 120. 02-04-78--1-23-23092200000046-04-128
 121. 02-04-78--1-23-23092200000046-04-129
 122. 02-04-78--1-23-23092200000046-04-130
 123. 02-04-78--1-23-23092200000046-04-131
 124. 02-04-78--1-23-23092200000046-04-132
 125. 02-04-78--1-23-23092200000046-04-134
 126. 02-04-78--1-23-23092200000046-04-135
 127. 02-04-78--1-23-23092200000046-04-136
 128. 02-04-78--1-23-23092200000046-04-140
 129. 02-04-78--1-23-23092200000046-04-141
 130. 02-04-78--1-23-23092200000046-04-142
 131. 02-04-78--1-23-23092200000046-04-143
 132. 02-04-78--1-23-23092200000046-04-144
 133. 02-04-78--1-23-23092200000046-04-145
 134. 02-04-78--1-23-23092200000046-04-146
 135. 02-04-78--1-23-23092200000046-04-147
 136. 02-04-78--1-23-23092200000046-04-148
 137. 02-04-78--1-23-23092200000046-04-149
 138. 02-04-78--1-23-23092200000046-04-150
 139. 02-04-78--1-23-23092200000046-04-152
 140. 02-04-78--1-23-23092200000046-04-153
 141. 02-04-78--1-23-23092200000046-04-154
 142. 02-04-78--1-23-23092200000046-04-155
 143. 02-04-78--1-23-23092200000046-04-156
 144. 02-04-78--1-23-23092200000046-04-158
 145. 02-04-78--1-23-23092200000046-04-159
 146. 02-04-78--1-23-23092200000046-04-160
 147. 02-04-78--1-23-23092200000046-04-161
 148. 02-04-78--1-23-23092200000046-04-162
 149. 02-04-78--1-23-23092200000046-04-164
 150. 02-04-78--1-23-23092200000046-04-165
 151. 02-04-78--1-23-23092200000046-04-166
 152. 02-04-78--1-23-23092200000046-04-167
 153. 02-04-78--1-23-23092200000046-04-168
 154. 02-04-78--1-23-23092200000046-04-169
 155. 02-04-78--1-23-23092200000046-04-170
 156. 02-04-78--1-23-23092200000046-04-171
 157. 02-04-78--1-23-23092200000046-04-172
 158. 02-04-78--1-23-23092200000046-04-173
 159. 02-04-78--1-23-23092200000046-04-174
 160. 02-04-78--1-23-23092200000046-04-175
 161. 02-04-78--1-23-23092200000046-04-176
 162. 02-04-78--1-23-23092200000046-04-177
 163. 02-04-78--1-23-23092200000046-04-178
 164. 02-04-78--1-23-23092200000046-04-179
 165. 02-04-78--1-23-23092200000046-04-180
 166. 02-04-78--1-23-23092200000046-04-181
 167. 02-04-78--1-23-23092200000046-04-182
 168. 02-04-78--1-23-23092200000046-04-183
 169. 02-04-78--1-23-23092200000046-04-184
 170. 02-04-78--1-23-23092200000046-04-185
 171. 02-04-78--1-23-23092200000046-04-186
 172. 02-04-78--1-23-23092200000046-04-187
 173. 02-04-78--1-23-23092200000046-04-190
 174. 02-04-78--1-23-23092200000046-04-196
 175. 02-04-78--1-23-23092200000046-04-197
 176. 02-04-78--1-23-23092200000046-04-198
 177. 02-04-78--1-23-23092200000046-04-199
 178. 02-04-78--1-23-23092200000046-04-21
 179. 02-04-78--1-23-23092200000046-04-213
 180. 02-04-78--1-23-23092200000046-04-215
 181. 02-04-78--1-23-23092200000046-04-216
 182. 02-04-78--1-23-23092200000046-04-24
 183. 02-04-78--1-23-23092200000046-04-29
 184. 02-04-78--1-23-23092200000046-04-32
 185. 02-04-78--1-23-23092200000046-04-33
 186. 02-04-78--1-23-23092200000046-04-34
 187. 02-04-78--1-23-23092200000046-04-35
 188. 02-04-78--1-23-23092200000046-04-36
 189. 02-04-78--1-23-23092200000046-04-37
 190. 02-04-78--1-23-23092200000046-04-38
 191. 02-04-78--1-23-23092200000046-04-39
 192. 02-04-78--1-23-23092200000046-04-42
 193. 02-04-78--1-23-23092200000046-04-53
 194. 02-04-78--1-23-23092200000046-04-64
 195. 02-04-78--1-23-23092200000046-04-65
 196. 02-04-78--1-23-23092200000046-04-66
 197. 02-04-78--1-23-23092200000046-04-68
 198. 02-04-78--1-23-23092200000046-04-69
 199. 02-04-78--1-23-23092200000046-04-70
 200. 02-04-78--1-23-23092200000046-04-71
 201. 02-04-78--1-23-23092200000046-04-72
 202. 02-04-78--1-23-23092200000046-04-73
 203. 02-04-78--1-23-23092200000046-04-74
 204. 02-04-78--1-23-23092200000046-04-75
 205. 02-04-78--1-23-23092200000046-04-76
 206. 02-04-78--1-23-23092200000046-04-77
 207. 02-04-78--1-23-23092200000046-04-80
 208. 02-04-78--1-23-23092200000046-04-81
 209. 02-04-78--1-23-23092200000046-04-82
 210. 02-04-78--1-23-23092200000046-04-83
 211. 02-04-78--1-23-23092200000046-04-84
 212. 02-04-78--1-23-23092200000046-04-85
 213. 02-04-78--1-23-23092200000046-04-86
 214. 02-04-78--1-23-23092200000046-04-87
 215. 02-04-78--1-23-23092200000046-04-88
 216. 02-04-78--1-23-23092200000046-04-89
 217. 02-04-78--1-23-23092200000046-04-90
 218. 02-04-78--1-23-23092200000046-04-91
 219. 02-04-78--1-23-23092200000046-04-93
 220. 02-04-78--1-23-23092200000046-04-95
 221. 02-04-78--1-23-23092200000046-04-96
 222. 02-04-78--1-23-23092200000046-04-97
 223. 02-04-78--1-23-23092200000046-04-98
 224. 02-04-78--1-23-23100600000062-04-101
 225. 02-04-78--1-23-23100600000062-04-102
 226. 02-04-78--1-23-23100600000062-04-103
 227. 02-04-78--1-23-23100600000062-04-104
 228. 02-04-78--1-23-23100600000062-04-105
 229. 02-04-78--1-23-23100600000062-04-106
 230. 02-04-78--1-23-23100600000062-04-11
 231. 02-04-78--1-23-23100600000062-04-110
 232. 02-04-78--1-23-23100600000062-04-111
 233. 02-04-78--1-23-23100600000062-04-112
 234. 02-04-78--1-23-23100600000062-04-113
 235. 02-04-78--1-23-23100600000062-04-114
 236. 02-04-78--1-23-23100600000062-04-115
 237. 02-04-78--1-23-23100600000062-04-116
 238. 02-04-78--1-23-23100600000062-04-117
 239. 02-04-78--1-23-23100600000062-04-118
 240. 02-04-78--1-23-23100600000062-04-119
 241. 02-04-78--1-23-23100600000062-04-12
 242. 02-04-78--1-23-23100600000062-04-120
 243. 02-04-78--1-23-23100600000062-04-127
 244. 02-04-78--1-23-23100600000062-04-128
 245. 02-04-78--1-23-23100600000062-04-129
 246. 02-04-78--1-23-23100600000062-04-132
 247. 02-04-78--1-23-23100600000062-04-134
 248. 02-04-78--1-23-23100600000062-04-135
 249. 02-04-78--1-23-23100600000062-04-136
 250. 02-04-78--1-23-23100600000062-04-137
 251. 02-04-78--1-23-23100600000062-04-138
 252. 02-04-78--1-23-23100600000062-04-139
 253. 02-04-78--1-23-23100600000062-04-140
 254. 02-04-78--1-23-23100600000062-04-141
 255. 02-04-78--1-23-23100600000062-04-142
 256. 02-04-78--1-23-23100600000062-04-143
 257. 02-04-78--1-23-23100600000062-04-144
 258. 02-04-78--1-23-23100600000062-04-145
 259. 02-04-78--1-23-23100600000062-04-146
 260. 02-04-78--1-23-23100600000062-04-150
 261. 02-04-78--1-23-23100600000062-04-151
 262. 02-04-78--1-23-23100600000062-04-154
 263. 02-04-78--1-23-23100600000062-04-159
 264. 02-04-78--1-23-23100600000062-04-160
 265. 02-04-78--1-23-23100600000062-04-162
 266. 02-04-78--1-23-23100600000062-04-163
 267. 02-04-78--1-23-23100600000062-04-164
 268. 02-04-78--1-23-23100600000062-04-165
 269. 02-04-78--1-23-23100600000062-04-166
 270. 02-04-78--1-23-23100600000062-04-167
 271. 02-04-78--1-23-23100600000062-04-171
 272. 02-04-78--1-23-23100600000062-04-172
 273. 02-04-78--1-23-23100600000062-04-173
 274. 02-04-78--1-23-23100600000062-04-174
 275. 02-04-78--1-23-23100600000062-04-175
 276. 02-04-78--1-23-23100600000062-04-176
 277. 02-04-78--1-23-23100600000062-04-177
 278. 02-04-78--1-23-23100600000062-04-178
 279. 02-04-78--1-23-23100600000062-04-182
 280. 02-04-78--1-23-23100600000062-04-184
 281. 02-04-78--1-23-23100600000062-04-186
 282. 02-04-78--1-23-23100600000062-04-187
 283. 02-04-78--1-23-23100600000062-04-190
 284. 02-04-78--1-23-23100600000062-04-192
 285. 02-04-78--1-23-23100600000062-04-193
 286. 02-04-78--1-23-23100600000062-04-194
 287. 02-04-78--1-23-23100600000062-04-195
 288. 02-04-78--1-23-23100600000062-04-196
 289. 02-04-78--1-23-23100600000062-04-197
 290. 02-04-78--1-23-23100600000062-04-198
 291. 02-04-78--1-23-23100600000062-04-199
 292. 02-04-78--1-23-23100600000062-04-200
 293. 02-04-78--1-23-23100600000062-04-207
 294. 02-04-78--1-23-23100600000062-04-208
 295. 02-04-78--1-23-23100600000062-04-209
 296. 02-04-78--1-23-23100600000062-04-210
 297. 02-04-78--1-23-23100600000062-04-211
 298. 02-04-78--1-23-23100600000062-04-212
 299. 02-04-78--1-23-23100600000062-04-26
 300. 02-04-78--1-23-23100600000062-04-27
 301. 02-04-78--1-23-23100600000062-04-28
 302. 02-04-78--1-23-23100600000062-04-29
 303. 02-04-78--1-23-23100600000062-04-31
 304. 02-04-78--1-23-23100600000062-04-33
 305. 02-04-78--1-23-23100600000062-04-36
 306. 02-04-78--1-23-23100600000062-04-37
 307. 02-04-78--1-23-23100600000062-04-43
 308. 02-04-78--1-23-23100600000062-04-46
 309. 02-04-78--1-23-23100600000062-04-47
 310. 02-04-78--1-23-23100600000062-04-49
 311. 02-04-78--1-23-23100600000062-04-56
 312. 02-04-78--1-23-23100600000062-04-59
 313. 02-04-78--1-23-23100600000062-04-66
 314. 02-04-78--1-23-23100600000062-04-70
 315. 02-04-78--1-23-23100600000062-04-71
 316. 02-04-78--1-23-23100600000062-04-72
 317. 02-04-78--1-23-23100600000062-04-73
 318. 02-04-78--1-23-23100600000062-04-75
 319. 02-04-78--1-23-23100600000062-04-76
 320. 02-04-78--1-23-23100600000062-04-77
 321. 02-04-78--1-23-23100600000062-04-78
 322. 02-04-78--1-23-23100600000062-04-79
 323. 02-04-78--1-23-23100600000062-04-80
 324. 02-04-78--1-23-23100600000062-04-81
 325. 02-04-78--1-23-23100600000062-04-94
 326. 02-04-78--1-23-23100600000062-04-95
 327. 02-04-78--1-23-23100600000062-04-96
 328. 02-04-78--1-23-23101100000033-04-0
 329. 02-04-78--1-23-23101100000033-04-10
 330. 02-04-78--1-23-23101100000033-04-108
 331. 02-04-78--1-23-23101100000033-04-109
 332. 02-04-78--1-23-23101100000033-04-11
 333. 02-04-78--1-23-23101100000033-04-120
 334. 02-04-78--1-23-23101100000033-04-129
 335. 02-04-78--1-23-23101100000033-04-130
 336. 02-04-78--1-23-23101100000033-04-137
 337. 02-04-78--1-23-23101100000033-04-138
 338. 02-04-78--1-23-23101100000033-04-140
 339. 02-04-78--1-23-23101100000033-04-141
 340. 02-04-78--1-23-23101100000033-04-142
 341. 02-04-78--1-23-23101100000033-04-146
 342. 02-04-78--1-23-23101100000033-04-147
 343. 02-04-78--1-23-23101100000033-04-148
 344. 02-04-78--1-23-23101100000033-04-149
 345. 02-04-78--1-23-23101100000033-04-154
 346. 02-04-78--1-23-23101100000033-04-158
 347. 02-04-78--1-23-23101100000033-04-161
 348. 02-04-78--1-23-23101100000033-04-163
 349. 02-04-78--1-23-23101100000033-04-165
 350. 02-04-78--1-23-23101100000033-04-182
 351. 02-04-78--1-23-23101100000033-04-183
 352. 02-04-78--1-23-23101100000033-04-206
 353. 02-04-78--1-23-23101100000033-04-207
 354. 02-04-78--1-23-23101100000033-04-208
 355. 02-04-78--1-23-23101100000033-04-210
 356. 02-04-78--1-23-23101100000033-04-211
 357. 02-04-78--1-23-23101100000033-04-212
 358. 02-04-78--1-23-23101100000033-04-214
 359. 02-04-78--1-23-23101100000033-04-215
 360. 02-04-78--1-23-23101100000033-04-216
 361. 02-04-78--1-23-23101100000033-04-220
 362. 02-04-78--1-23-23101100000033-04-224
 363. 02-04-78--1-23-23101100000033-04-225
 364. 02-04-78--1-23-23101100000033-04-25
 365. 02-04-78--1-23-23101100000033-04-27
 366. 02-04-78--1-23-23101100000033-04-28
 367. 02-04-78--1-23-23101100000033-04-35
 368. 02-04-78--1-23-23101100000033-04-36
 369. 02-04-78--1-23-23101100000033-04-41
 370. 02-04-78--1-23-23101100000033-04-5
 371. 02-04-78--1-23-23101100000033-04-6
 372. 02-04-78--1-23-23101100000033-04-68
 373. 02-04-78--1-23-23101100000033-04-7
 374. 02-04-78--1-23-23101100000033-04-82
 375. 02-04-78--1-23-23101100000033-04-88
 376. 02-04-78--1-23-23101100000033-04-91
 377. 02-04-78--1-23-23101100000033-04-95
 378. 02-04-78--1-23-23101100000033-04-96
 379. 02-04-78--1-23-23101300000021-04-0
 380. 02-04-78--1-23-23101300000021-04-1
 381. 02-04-78--1-23-23101300000021-04-106
 382. 02-04-78--1-23-23101300000021-04-108
 383. 02-04-78--1-23-23101300000021-04-119
 384. 02-04-78--1-23-23101300000021-04-120
 385. 02-04-78--1-23-23101300000021-04-123
 386. 02-04-78--1-23-23101300000021-04-134
 387. 02-04-78--1-23-23101300000021-04-136
 388. 02-04-78--1-23-23101300000021-04-137
 389. 02-04-78--1-23-23101300000021-04-138
 390. 02-04-78--1-23-23101300000021-04-139
 391. 02-04-78--1-23-23101300000021-04-140
 392. 02-04-78--1-23-23101300000021-04-144
 393. 02-04-78--1-23-23101300000021-04-145
 394. 02-04-78--1-23-23101300000021-04-146
 395. 02-04-78--1-23-23101300000021-04-147
 396. 02-04-78--1-23-23101300000021-04-148
 397. 02-04-78--1-23-23101300000021-04-149
 398. 02-04-78--1-23-23101300000021-04-15
 399. 02-04-78--1-23-23101300000021-04-151
 400. 02-04-78--1-23-23101300000021-04-152
 401. 02-04-78--1-23-23101300000021-04-156
 402. 02-04-78--1-23-23101300000021-04-157
 403. 02-04-78--1-23-23101300000021-04-158
 404. 02-04-78--1-23-23101300000021-04-159
 405. 02-04-78--1-23-23101300000021-04-160
 406. 02-04-78--1-23-23101300000021-04-161
 407. 02-04-78--1-23-23101300000021-04-162
 408. 02-04-78--1-23-23101300000021-04-163
 409. 02-04-78--1-23-23101300000021-04-164
 410. 02-04-78--1-23-23101300000021-04-165
 411. 02-04-78--1-23-23101300000021-04-166
 412. 02-04-78--1-23-23101300000021-04-167
 413. 02-04-78--1-23-23101300000021-04-172
 414. 02-04-78--1-23-23101300000021-04-175
 415. 02-04-78--1-23-23101300000021-04-177
 416. 02-04-78--1-23-23101300000021-04-178
 417. 02-04-78--1-23-23101300000021-04-18
 418. 02-04-78--1-23-23101300000021-04-180
 419. 02-04-78--1-23-23101300000021-04-181
 420. 02-04-78--1-23-23101300000021-04-182
 421. 02-04-78--1-23-23101300000021-04-185
 422. 02-04-78--1-23-23101300000021-04-186
 423. 02-04-78--1-23-23101300000021-04-187
 424. 02-04-78--1-23-23101300000021-04-188
 425. 02-04-78--1-23-23101300000021-04-189
 426. 02-04-78--1-23-23101300000021-04-19
 427. 02-04-78--1-23-23101300000021-04-190
 428. 02-04-78--1-23-23101300000021-04-191
 429. 02-04-78--1-23-23101300000021-04-192
 430. 02-04-78--1-23-23101300000021-04-193
 431. 02-04-78--1-23-23101300000021-04-194
 432. 02-04-78--1-23-23101300000021-04-196
 433. 02-04-78--1-23-23101300000021-04-197
 434. 02-04-78--1-23-23101300000021-04-198
 435. 02-04-78--1-23-23101300000021-04-199
 436. 02-04-78--1-23-23101300000021-04-20
 437. 02-04-78--1-23-23101300000021-04-200
 438. 02-04-78--1-23-23101300000021-04-201
 439. 02-04-78--1-23-23101300000021-04-202
 440. 02-04-78--1-23-23101300000021-04-203
 441. 02-04-78--1-23-23101300000021-04-204
 442. 02-04-78--1-23-23101300000021-04-205
 443. 02-04-78--1-23-23101300000021-04-206
 444. 02-04-78--1-23-23101300000021-04-207
 445. 02-04-78--1-23-23101300000021-04-208
 446. 02-04-78--1-23-23101300000021-04-209
 447. 02-04-78--1-23-23101300000021-04-21
 448. 02-04-78--1-23-23101300000021-04-210
 449. 02-04-78--1-23-23101300000021-04-211
 450. 02-04-78--1-23-23101300000021-04-212
 451. 02-04-78--1-23-23101300000021-04-22
 452. 02-04-78--1-23-23101300000021-04-23
 453. 02-04-78--1-23-23101300000021-04-37
 454. 02-04-78--1-23-23101300000021-04-38
 455. 02-04-78--1-23-23101300000021-04-45
 456. 02-04-78--1-23-23101300000021-04-46
 457. 02-04-78--1-23-23101300000021-04-47
 458. 02-04-78--1-23-23101300000021-04-50
 459. 02-04-78--1-23-23101300000021-04-54
 460. 02-04-78--1-23-23101300000021-04-63
 461. 02-04-78--1-23-23101300000021-04-66
 462. 02-04-78--1-23-23101300000021-04-67
 463. 02-04-78--1-23-23101300000021-04-69
 464. 02-04-78--1-23-23101300000021-04-70
 465. 02-04-78--1-23-23101300000021-04-73
 466. 02-04-78--1-23-23101300000021-04-74
 467. 02-04-78--1-23-23101300000021-04-75
 468. 02-04-78--1-23-23101300000021-04-76
 469. 02-04-78--1-23-23101300000021-04-77
 470. 02-04-78--1-23-23101300000021-04-78
 471. 02-04-78--1-23-23101300000021-04-80
 472. 02-04-78--1-23-23101300000021-04-81
 473. 02-04-78--1-23-23101300000021-04-82
 474. 02-04-78--1-23-23101300000021-04-83
 475. 02-04-78--1-23-23101300000021-04-93
 476. 02-04-78--1-23-23101300000021-04-94
 477. 02-04-78--1-24-23082700000217-04-168
 478. 02-04-78--1-24-23082700000217-04-169
 479. 02-04-78--1-24-23082700000217-04-170
 480. 02-04-78--1-24-23082700000217-04-171
 481. 02-04-78--1-24-23082700000217-04-176
 482. 02-04-78--1-24-23082700000217-04-178
 483. 02-04-78--1-24-23082700000217-04-198
 484. 02-04-78--1-24-23082700000217-04-201
 485. 02-04-78--1-24-23082700000217-04-202
 486. 02-04-78--1-24-23082700000217-04-261
 487. 02-04-78--1-24-23082700000217-04-315
 488. 02-04-78--1-24-23082700000217-04-316
 489. 02-04-78--1-24-23082700000217-04-317
 490. 02-04-78--1-24-23082700000217-04-318
 491. 02-04-78--1-24-23082700000217-04-319
 492. 02-04-78--1-24-23082700000217-04-320
 493. 02-04-78--1-24-23082700000217-04-321
 494. 02-04-78--1-24-23082700000217-04-322
 495. 02-04-78--1-24-23082700000217-04-323
 496. 02-04-78--1-24-23082700000217-04-324
 497. 02-04-78--1-24-23082700000217-04-325
 498. 02-04-78--1-24-23082700000217-04-326
 499. 02-04-78--1-24-23082700000217-04-331
 500. 02-04-78--1-24-23082700000217-04-339
 501. 02-04-78--1-24-23082700000217-04-340
 502. 02-04-78--1-24-23082700000217-04-341
 503. 02-04-78--1-24-23082700000217-04-343
 504. 02-04-78--1-24-23082700000217-04-344
 505. 02-04-78--1-24-23082700000217-04-345
 506. 02-04-78--1-24-23082700000217-04-346
 507. 02-04-78--1-24-23082700000217-04-347
 508. 02-04-78--1-24-23082700000217-04-348
 509. 02-04-78--1-24-23082700000217-04-350
 510. 02-04-78--1-24-23082700000217-04-352
 511. 02-04-78--1-24-23082700000217-04-353
 512. 02-04-78--1-24-23082700000217-04-355
 513. 02-04-78--1-24-23082700000217-04-357
 514. 02-04-78--1-24-23082700000217-04-359
 515. 02-04-78--1-24-23082700000217-04-360
 516. 02-04-78--1-24-23082700000217-04-361
 517. 02-04-78--1-24-23082700000217-04-362
 518. 02-04-78--1-24-23082700000217-04-407
 519. 02-04-78--1-24-23082700000217-04-409
 520. 02-04-78--1-24-23082700000217-04-425
 521. 02-04-78--1-24-23082700000217-04-429
 522. 02-04-78--1-24-23082700000217-04-430
 523. 02-04-78--1-24-23082700000217-04-433
 524. 02-04-78--1-24-23082700000217-04-434
 525. 02-04-78--1-24-23082700000311-04-10
 526. 02-04-78--1-24-23082700000311-04-100
 527. 02-04-78--1-24-23082700000311-04-101
 528. 02-04-78--1-24-23082700000311-04-102
 529. 02-04-78--1-24-23082700000311-04-105
 530. 02-04-78--1-24-23082700000311-04-11
 531. 02-04-78--1-24-23082700000311-04-131
 532. 02-04-78--1-24-23082700000311-04-153
 533. 02-04-78--1-24-23082700000311-04-166
 534. 02-04-78--1-24-23082700000311-04-168
 535. 02-04-78--1-24-23082700000311-04-169
 536. 02-04-78--1-24-23082700000311-04-170
 537. 02-04-78--1-24-23082700000311-04-171
 538. 02-04-78--1-24-23082700000311-04-173
 539. 02-04-78--1-24-23082700000311-04-175
 540. 02-04-78--1-24-23082700000311-04-247
 541. 02-04-78--1-24-23082700000311-04-270
 542. 02-04-78--1-24-23082700000311-04-285
 543. 02-04-78--1-24-23082700000311-04-287
 544. 02-04-78--1-24-23082700000311-04-291
 545. 02-04-78--1-24-23082700000311-04-292
 546. 02-04-78--1-24-23082700000311-04-293
 547. 02-04-78--1-24-23082700000311-04-295
 548. 02-04-78--1-24-23082700000311-04-312
 549. 02-04-78--1-24-23082700000311-04-315
 550. 02-04-78--1-24-23082700000311-04-332
 551. 02-04-78--1-24-23082700000311-04-334
 552. 02-04-78--1-24-23082700000311-04-367
 553. 02-04-78--1-24-23082700000311-04-368
 554. 02-04-78--1-24-23082700000311-04-37
 555. 02-04-78--1-24-23082700000311-04-376
 556. 02-04-78--1-24-23082700000311-04-38
 557. 02-04-78--1-24-23082700000311-04-388
 558. 02-04-78--1-24-23082700000311-04-390
 559. 02-04-78--1-24-23082700000311-04-404
 560. 02-04-78--1-24-23082700000311-04-405
 561. 02-04-78--1-24-23082700000311-04-406
 562. 02-04-78--1-24-23082700000311-04-408
 563. 02-04-78--1-24-23082700000311-04-416
 564. 02-04-78--1-24-23082700000311-04-5
 565. 02-04-78--1-24-23082700000311-04-6
 566. 02-04-78--1-24-23082700000311-04-7
 567. 02-04-78--1-24-23082700000311-04-73
 568. 02-04-78--1-24-23082700000311-04-77
 569. 02-04-78--1-24-23082700000311-04-78
 570. 02-04-78--1-24-23082700000311-04-8
 571. 02-04-78--1-24-23082700000311-04-9
 572. 02-04-78--1-24-23082700000311-04-98
 573. 02-04-78--1-24-23082700000311-04-99
 574. 02-04-78--1-24-23090600000032-04-109
 575. 02-04-78--1-24-23090600000032-04-117
 576. 02-04-78--1-24-23090600000032-04-12
 577. 02-04-78--1-24-23090600000032-04-130
 578. 02-04-78--1-24-23090600000032-04-157
