오분류 패턴: Sleep → Engaged(Calm)
케이스 수: 1890개
비율: 1.37%
  66. 02-04-78--1-21-23101100000047-05-60
  67. 02-04-78--1-21-23101100000047-05-61
  68. 02-04-78--1-21-23101100000047-05-62
  69. 02-04-78--1-21-23101100000047-05-63
  70. 02-04-78--1-21-23101100000047-05-64
  71. 02-04-78--1-21-23101100000047-05-65
  72. 02-04-78--1-21-23101100000047-05-67
  73. 02-04-78--1-21-23101100000047-05-68
  74. 02-04-78--1-21-23101100000047-05-69
  75. 02-04-78--1-21-23101100000047-05-70
  76. 02-04-78--1-21-23101100000047-05-71
  77. 02-04-78--1-21-23101100000047-05-72
  78. 02-04-78--1-21-23101100000047-05-73
  79. 02-04-78--1-21-23101100000047-05-74
  80. 02-04-78--1-21-23101100000047-05-75
  81. 02-04-78--1-21-23101100000047-05-78
  82. 02-04-78--1-21-23101100000047-05-8
  83. 02-04-78--1-21-23101100000047-05-80
  84. 02-04-78--1-21-23101100000047-05-81
  85. 02-04-78--1-21-23101100000047-05-87
  86. 02-04-78--1-21-23101100000047-05-88
  87. 02-04-78--1-21-23101100000047-05-89
  88. 02-04-78--1-21-23101100000047-05-9
  89. 02-04-78--1-21-23101100000047-05-90
  90. 02-04-78--1-21-23101100000047-05-91
  91. 02-04-78--1-21-23101100000047-05-92
  92. 02-04-78--1-21-23101100000047-05-93
  93. 02-04-78--1-21-23101100000047-05-94
  94. 02-04-78--1-21-23101100000047-05-97
  95. 02-04-78--1-21-23101100000047-05-98
  96. 02-04-78--1-21-23101100000047-05-99
  97. 02-04-78--1-23-23092200000046-05-100
  98. 02-04-78--1-23-23092200000046-05-102
  99. 02-04-78--1-23-23092200000046-05-108
 100. 02-04-78--1-23-23092200000046-05-115
 101. 02-04-78--1-23-23092200000046-05-123
 102. 02-04-78--1-23-23092200000046-05-124
 103. 02-04-78--1-23-23092200000046-05-66
 104. 02-04-78--1-23-23092200000046-05-67
 105. 02-04-78--1-23-23092200000046-05-68
 106. 02-04-78--1-23-23092200000046-05-69
 107. 02-04-78--1-23-23092200000046-05-70
 108. 02-04-78--1-23-23092200000046-05-71
 109. 02-04-78--1-23-23092200000046-05-82
 110. 02-04-78--1-23-23092200000046-05-86
 111. 02-04-78--1-23-23092200000046-05-91
 112. 02-04-78--1-23-23092200000046-05-92
 113. 02-04-78--1-23-23092200000046-05-95
 114. 02-04-78--1-23-23092200000046-05-96
 115. 02-04-78--1-23-23092200000046-05-97
 116. 02-04-78--1-23-23092200000046-05-99
 117. 02-04-78--1-23-23101300000021-05-12
 118. 02-04-78--1-23-23101300000021-05-16
 119. 02-04-78--1-23-23101300000021-05-56
 120. 02-04-78--1-23-23101300000021-05-58
 121. 02-04-78--1-23-23101300000021-05-60
 122. 02-04-78--1-23-23101300000021-05-66
 123. 02-04-78--1-23-23101300000021-05-68
 124. 02-04-78--1-23-23101300000021-05-79
 125. 02-04-78--1-23-23101300000021-05-80
 126. 02-04-78--1-23-23101300000021-05-81
 127. 02-04-78--1-23-23101300000021-05-87
 128. 02-04-78--1-23-23101300000021-05-88
 129. 02-04-78--1-23-23101300000021-05-90
 130. 02-04-78--1-23-23101300000021-05-91
 131. 02-04-78--1-23-23101300000021-05-92
 132. 02-04-78--1-23-23101300000021-05-93
 133. 02-04-78--1-23-23101300000021-05-94
 134. 02-04-78--1-23-23101300000021-05-95
 135. 02-04-78--1-24-23082700000311-05-169
 136. 02-04-78--1-24-23082700000311-05-170
 137. 02-04-78--1-24-23082700000311-05-171
 138. 02-04-78--1-24-23082700000311-05-172
 139. 02-04-78--1-24-23082700000311-05-174
 140. 02-04-78--1-24-23082700000311-05-175
 141. 02-04-78--1-24-23082700000311-05-195
 142. 02-04-78--1-24-23082700000311-05-196
 143. 02-04-78--1-24-23082700000311-05-197
 144. 02-04-78--1-24-23082700000311-05-198
 145. 02-04-78--1-24-23082700000311-05-200
 146. 02-04-78--1-24-23082700000311-05-201
 147. 02-04-78--1-24-23082700000311-05-202
 148. 02-04-78--1-24-23082700000311-05-203
 149. 02-04-78--1-24-23082700000311-05-214
 150. 02-04-78--1-24-23082700000311-05-237
 151. 02-04-78--1-24-23082700000311-05-249
 152. 02-04-78--1-24-23082700000311-05-250
 153. 02-04-78--1-24-23082700000311-05-251
 154. 02-04-78--1-24-23082700000311-05-252
 155. 02-04-78--1-24-23082700000311-05-259
 156. 02-04-78--1-24-23082700000311-05-261
 157. 02-04-78--1-24-23082700000311-05-262
 158. 02-04-78--1-24-23082700000311-05-270
 159. 02-04-78--1-24-23082700000311-05-295
 160. 02-04-78--1-24-23090600000032-05-10
 161. 02-04-78--1-24-23090600000032-05-11
 162. 02-04-78--1-24-23090600000032-05-12
 163. 02-04-78--1-24-23090600000032-05-13
 164. 02-04-78--1-24-23090600000032-05-14
 165. 02-04-78--1-24-23090600000032-05-16
 166. 02-04-78--1-24-23090600000032-05-17
 167. 02-04-78--1-24-23090600000032-05-18
 168. 02-04-78--1-24-23090600000032-05-19
 169. 02-04-78--1-24-23090600000032-05-20
 170. 02-04-78--1-24-23090600000032-05-21
 171. 02-04-78--1-24-23090600000032-05-22
 172. 02-04-78--1-24-23090600000032-05-23
 173. 02-04-78--1-24-23090600000032-05-24
 174. 02-04-78--1-24-23090600000032-05-25
 175. 02-04-78--1-24-23090600000032-05-26
 176. 02-04-78--1-24-23090600000032-05-27
 177. 02-04-78--1-24-23090600000032-05-28
 178. 02-04-78--1-24-23090600000032-05-29
 179. 02-04-78--1-24-23090600000032-05-30
 180. 02-04-78--1-24-23090600000032-05-31
 181. 02-04-78--1-24-23090600000032-05-32
 182. 02-04-78--1-24-23090600000032-05-33
 183. 02-04-78--1-24-23090600000032-05-34
 184. 02-04-78--1-24-23090600000032-05-35
 185. 02-04-78--1-24-23090600000032-05-36
 186. 02-04-78--1-24-23090600000032-05-37
 187. 02-04-78--1-24-23090600000032-05-38
 188. 02-04-78--1-24-23090600000032-05-39
 189. 02-04-78--1-24-23090600000032-05-40
 190. 02-04-78--1-24-23090600000032-05-41
 191. 02-04-78--1-24-23090600000032-05-43
 192. 02-04-78--1-24-23090600000032-05-5
 193. 02-04-78--1-24-23090600000032-05-8
 194. 02-04-78--1-24-23090800000056-05-124
 195. 02-04-78--1-24-23090800000056-05-125
 196. 02-04-78--1-24-23090800000056-05-127
 197. 02-04-78--1-24-23090800000056-05-128
 198. 02-04-78--1-24-23090800000056-05-129
 199. 02-04-78--1-24-23090800000056-05-132
 200. 02-04-78--1-24-23090800000056-05-133
 201. 02-04-78--1-24-23090800000056-05-134
 202. 02-04-78--1-24-23090800000056-05-136
 203. 02-04-78--1-24-23090800000056-05-137
 204. 02-04-78--1-24-23090800000056-05-138
 205. 02-04-78--1-24-23090800000056-05-140
 206. 02-04-78--1-24-23090800000056-05-141
 207. 02-04-78--1-24-23090800000056-05-142
 208. 02-04-78--1-24-23090800000056-05-143
 209. 02-04-78--1-24-23090800000056-05-144
 210. 02-04-78--1-24-23090800000056-05-145
 211. 02-04-78--1-24-23090800000056-05-154
 212. 02-04-78--1-24-23090800000056-05-156
 213. 02-04-78--1-24-23090800000056-05-159
 214. 02-04-78--1-24-23090800000056-05-161
 215. 02-04-78--1-24-23090800000056-05-163
 216. 02-04-78--1-24-23090800000056-05-164
 217. 02-04-78--1-24-23090800000056-05-168
 218. 02-04-78--1-24-23090800000056-05-59
 219. 02-04-78--1-24-23090800000056-05-60
 220. 02-04-78--1-24-23091500000038-05-102
 221. 02-04-78--1-24-23091500000038-05-105
 222. 02-04-78--1-24-23091500000038-05-108
 223. 02-04-78--1-24-23091500000038-05-109
 224. 02-04-78--1-24-23091500000038-05-110
 225. 02-04-78--1-24-23091500000038-05-111
 226. 02-04-78--1-24-23091500000038-05-112
 227. 02-04-78--1-24-23091500000038-05-113
 228. 02-04-78--1-24-23091500000038-05-114
 229. 02-04-78--1-24-23091500000038-05-115
 230. 02-04-78--1-24-23091500000038-05-116
 231. 02-04-78--1-24-23091500000038-05-117
 232. 02-04-78--1-24-23091500000038-05-118
 233. 02-04-78--1-24-23091500000038-05-119
 234. 02-04-78--1-24-23091500000038-05-120
 235. 02-04-78--1-24-23091500000038-05-121
 236. 02-04-78--1-24-23091500000038-05-122
 237. 02-04-78--1-24-23091500000038-05-123
 238. 02-04-78--1-24-23091500000038-05-126
 239. 02-04-78--1-24-23091500000038-05-127
 240. 02-04-78--1-24-23091500000038-05-128
 241. 02-04-78--1-24-23091500000038-05-129
 242. 02-04-78--1-24-23091500000038-05-131
 243. 02-04-78--1-24-23091500000038-05-154
 244. 02-04-78--1-24-23091500000038-05-44
 245. 02-04-78--1-24-23091500000038-05-45
 246. 02-04-78--1-24-23091500000038-05-46
 247. 02-04-78--1-24-23091500000038-05-47
 248. 02-04-78--1-24-23091500000038-05-48
 249. 02-04-78--1-24-23091500000038-05-49
 250. 02-04-78--1-24-23091500000038-05-50
 251. 02-04-78--1-24-23091500000038-05-51
 252. 02-04-78--1-24-23091500000038-05-52
 253. 02-04-78--1-24-23091500000038-05-53
 254. 02-04-78--1-24-23091500000038-05-54
 255. 02-04-78--1-24-23091500000038-05-59
 256. 02-04-78--1-24-23091500000038-05-64
 257. 02-04-78--1-24-23091500000038-05-65
 258. 02-04-78--1-24-23091500000038-05-67
 259. 02-04-78--1-24-23091500000038-05-68
 260. 02-04-78--1-24-23091500000038-05-69
 261. 02-04-78--1-24-23091500000038-05-70
 262. 02-04-78--1-24-23091500000038-05-71
 263. 02-04-78--1-24-23091500000038-05-72
 264. 02-04-78--1-24-23091500000038-05-73
 265. 02-04-78--1-24-23091500000038-05-74
 266. 02-04-78--1-24-23091500000038-05-75
 267. 02-04-78--1-24-23091500000038-05-76
 268. 02-04-78--1-24-23091500000038-05-77
 269. 02-04-78--1-24-23091500000038-05-80
 270. 02-04-78--1-24-23091500000038-05-82
 271. 02-04-78--1-24-23092000000003-05-105
 272. 02-04-78--1-24-23092000000003-05-107
 273. 02-04-78--1-24-23092000000003-05-140
 274. 02-04-78--1-24-23092000000003-05-151
 275. 02-04-78--1-24-23092000000003-05-152
 276. 02-04-78--1-24-23092000000003-05-154
 277. 02-04-78--1-24-23092000000003-05-159
 278. 02-04-78--1-24-23092000000003-05-174
 279. 02-04-78--1-24-23092000000003-05-175
 280. 02-04-78--1-24-23092000000003-05-179
 281. 02-04-78--1-24-23092000000003-05-180
 282. 02-04-78--1-24-23092000000003-05-182
 283. 02-04-78--1-24-23092000000003-05-185
 284. 02-04-78--1-24-23092000000003-05-187
 285. 02-04-78--1-24-23092000000003-05-188
 286. 02-04-78--1-24-23092000000003-05-189
 287. 02-04-78--1-24-23092000000003-05-190
 288. 02-04-78--1-24-23092000000003-05-32
 289. 02-04-78--1-24-23092000000003-05-33
 290. 02-04-78--1-24-23092000000003-05-35
 291. 02-04-78--1-24-23092000000003-05-38
 292. 02-04-78--1-24-23092000000003-05-39
 293. 02-04-78--1-24-23092000000003-05-40
 294. 02-04-78--1-24-23092000000003-05-41
 295. 02-04-78--1-24-23092000000003-05-43
 296. 02-04-78--1-24-23092000000003-05-46
 297. 02-04-78--1-24-23092000000003-05-47
 298. 02-04-78--1-24-23092000000003-05-48
 299. 02-04-78--1-24-23092000000003-05-53
 300. 02-04-78--1-24-23092000000003-05-55
 301. 02-04-78--1-24-23092000000003-05-57
 302. 02-04-78--1-24-23092000000003-05-62
 303. 02-04-78--1-24-23092000000003-05-74
 304. 02-04-78--1-24-23092000000003-05-76
 305. 02-04-78--1-24-23092000000003-05-77
 306. 02-04-78--1-24-23092000000003-05-78
 307. 02-04-78--1-24-23092000000003-05-95
 308. 02-04-78--1-24-23092000000003-05-96
 309. 02-04-78--1-24-23092000000011-05-1
 310. 02-04-78--1-24-23092000000011-05-108
 311. 02-04-78--1-24-23092000000011-05-109
 312. 02-04-78--1-24-23092000000011-05-11
 313. 02-04-78--1-24-23092000000011-05-110
 314. 02-04-78--1-24-23092000000011-05-111
 315. 02-04-78--1-24-23092000000011-05-112
 316. 02-04-78--1-24-23092000000011-05-116
 317. 02-04-78--1-24-23092000000011-05-118
 318. 02-04-78--1-24-23092000000011-05-119
 319. 02-04-78--1-24-23092000000011-05-120
 320. 02-04-78--1-24-23092000000011-05-122
 321. 02-04-78--1-24-23092000000011-05-127
 322. 02-04-78--1-24-23092000000011-05-130
 323. 02-04-78--1-24-23092000000011-05-135
 324. 02-04-78--1-24-23092000000011-05-144
 325. 02-04-78--1-24-23092000000011-05-15
 326. 02-04-78--1-24-23092000000011-05-16
 327. 02-04-78--1-24-23092000000011-05-17
 328. 02-04-78--1-24-23092000000011-05-171
 329. 02-04-78--1-24-23092000000011-05-175
 330. 02-04-78--1-24-23092000000011-05-178
 331. 02-04-78--1-24-23092000000011-05-181
 332. 02-04-78--1-24-23092000000011-05-182
 333. 02-04-78--1-24-23092000000011-05-183
 334. 02-04-78--1-24-23092000000011-05-196
 335. 02-04-78--1-24-23092000000011-05-22
 336. 02-04-78--1-24-23092000000011-05-23
 337. 02-04-78--1-24-23092000000011-05-24
 338. 02-04-78--1-24-23092000000011-05-25
 339. 02-04-78--1-24-23092000000011-05-26
 340. 02-04-78--1-24-23092000000011-05-27
 341. 02-04-78--1-24-23092000000011-05-28
 342. 02-04-78--1-24-23092000000011-05-29
 343. 02-04-78--1-24-23092000000011-05-37
 344. 02-04-78--1-24-23092000000011-05-52
 345. 02-04-78--1-24-23092000000011-05-53
 346. 02-04-78--1-24-23092000000011-05-54
 347. 02-04-78--1-24-23092000000011-05-55
 348. 02-04-78--1-24-23092000000011-05-58
 349. 02-04-78--1-24-23092000000011-05-59
 350. 02-04-78--1-24-23092000000011-05-60
 351. 02-04-78--1-24-23092000000011-05-61
 352. 02-04-78--1-24-23092000000011-05-62
 353. 02-04-78--1-24-23092000000011-05-63
 354. 02-04-78--1-24-23092000000011-05-64
 355. 02-04-78--1-24-23092000000011-05-65
 356. 02-04-78--1-24-23092000000011-05-67
 357. 02-04-78--1-24-23092000000011-05-68
 358. 02-04-78--1-24-23092000000011-05-69
 359. 02-04-78--1-24-23092000000011-05-71
 360. 02-04-78--1-24-23092000000011-05-72
 361. 02-04-78--1-24-23092000000011-05-73
 362. 02-04-78--1-24-23092000000011-05-74
 363. 02-04-78--1-24-23092000000011-05-75
 364. 02-04-78--1-24-23092000000011-05-76
 365. 02-04-78--1-24-23092000000011-05-84
 366. 02-04-78--1-24-23092000000011-05-88
 367. 02-04-78--1-24-23092000000020-05-1
 368. 02-04-78--1-24-23092000000020-05-15
 369. 02-04-78--1-24-23092000000020-05-16
 370. 02-04-78--1-24-23092000000020-05-35
 371. 02-04-78--1-24-23092000000020-05-36
 372. 02-04-78--1-24-23092000000020-05-37
 373. 02-04-78--1-24-23092000000020-05-38
 374. 02-04-78--1-24-23092000000020-05-39
 375. 02-04-78--1-24-23092000000020-05-40
 376. 02-04-78--1-24-23092000000020-05-41
 377. 02-04-78--1-24-23092000000020-05-42
 378. 02-04-78--1-24-23092000000020-05-43
 379. 02-04-78--1-24-23092000000020-05-44
 380. 02-04-78--1-24-23092200000012-05-100
 381. 02-04-78--1-24-23092200000012-05-101
 382. 02-04-78--1-24-23092200000012-05-102
 383. 02-04-78--1-24-23092200000012-05-103
 384. 02-04-78--1-24-23092200000012-05-107
 385. 02-04-78--1-24-23092200000012-05-113
 386. 02-04-78--1-24-23092200000012-05-115
 387. 02-04-78--1-24-23092200000012-05-119
 388. 02-04-78--1-24-23092200000012-05-120
 389. 02-04-78--1-24-23092200000012-05-122
 390. 02-04-78--1-24-23092200000012-05-124
 391. 02-04-78--1-24-23092200000012-05-126
 392. 02-04-78--1-24-23092200000012-05-127
 393. 02-04-78--1-24-23092200000012-05-128
 394. 02-04-78--1-24-23092200000012-05-129
 395. 02-04-78--1-24-23092200000012-05-130
 396. 02-04-78--1-24-23092200000012-05-131
 397. 02-04-78--1-24-23092200000012-05-139
 398. 02-04-78--1-24-23092200000012-05-141
 399. 02-04-78--1-24-23092200000012-05-48
 400. 02-04-78--1-24-23092200000012-05-49
 401. 02-04-78--1-24-23092200000012-05-64
 402. 02-04-78--1-24-23092200000012-05-74
 403. 02-04-78--1-24-23092200000012-05-75
 404. 02-04-78--1-24-23092200000012-05-76
 405. 02-04-78--1-24-23092200000012-05-80
 406. 02-04-78--1-24-23092200000012-05-81
 407. 02-04-78--1-24-23092200000012-05-82
 408. 02-04-78--1-24-23092200000012-05-83
 409. 02-04-78--1-24-23092200000012-05-96
 410. 02-04-78--1-24-23092200000012-05-97
 411. 02-04-78--1-24-23092200000012-05-98
 412. 02-04-78--1-24-23092200000012-05-99
 413. 02-04-78--1-24-23101100000007-05-12
 414. 02-04-78--1-24-23101100000007-05-13
 415. 02-04-78--1-24-23101100000007-05-15
 416. 02-04-78--1-24-23101100000007-05-16
 417. 02-04-78--1-24-23101100000007-05-17
 418. 02-04-78--1-24-23101100000007-05-18
 419. 02-04-78--1-24-23101100000007-05-19
 420. 02-04-78--1-24-23101100000007-05-20
 421. 02-04-78--1-24-23101100000007-05-21
 422. 02-04-78--1-24-23101100000007-05-22
 423. 02-04-78--1-24-23101100000007-05-23
 424. 02-04-78--1-25-23082700000104-05-172
 425. 02-04-78--1-25-23090600000023-05-0
 426. 02-04-78--1-25-23090600000023-05-1
 427. 02-04-78--1-25-23090600000023-05-100
 428. 02-04-78--1-25-23090600000023-05-103
 429. 02-04-78--1-25-23090600000023-05-104
 430. 02-04-78--1-25-23090600000023-05-105
 431. 02-04-78--1-25-23090600000023-05-11
 432. 02-04-78--1-25-23090600000023-05-112
 433. 02-04-78--1-25-23090600000023-05-113
 434. 02-04-78--1-25-23090600000023-05-114
 435. 02-04-78--1-25-23090600000023-05-175
 436. 02-04-78--1-25-23090600000023-05-177
 437. 02-04-78--1-25-23090600000023-05-178
 438. 02-04-78--1-25-23090600000023-05-179
 439. 02-04-78--1-25-23090600000023-05-180
 440. 02-04-78--1-25-23090600000023-05-181
 441. 02-04-78--1-25-23090600000023-05-185
 442. 02-04-78--1-25-23090600000023-05-2
 443. 02-04-78--1-25-23090600000023-05-28
 444. 02-04-78--1-25-23090600000023-05-29
 445. 02-04-78--1-25-23090600000023-05-3
 446. 02-04-78--1-25-23090600000023-05-30
 447. 02-04-78--1-25-23090600000023-05-31
 448. 02-04-78--1-25-23090600000023-05-33
 449. 02-04-78--1-25-23090600000023-05-34
 450. 02-04-78--1-25-23090600000023-05-35
 451. 02-04-78--1-25-23090600000023-05-36
 452. 02-04-78--1-25-23090600000023-05-4
 453. 02-04-78--1-25-23090600000023-05-5
 454. 02-04-78--1-25-23090600000023-05-6
 455. 02-04-78--1-25-23090600000023-05-78
 456. 02-04-78--1-25-23090600000023-05-8
 457. 02-04-78--1-25-23090600000023-05-80
 458. 02-04-78--1-25-23090600000023-05-81
 459. 02-04-78--1-25-23090600000023-05-88
 460. 02-04-78--1-25-23090600000023-05-89
 461. 02-04-78--1-25-23090600000023-05-9
 462. 02-04-78--1-25-23090600000023-05-90
 463. 02-04-78--1-25-23090600000023-05-92
 464. 02-04-78--1-25-23090600000023-05-93
 465. 02-04-78--1-25-23090600000023-05-94
 466. 02-04-78--1-25-23090600000023-05-96
 467. 02-04-78--1-25-23090600000023-05-98
 468. 02-04-78--1-25-23090600000023-05-99
 469. 02-04-78--1-25-23090600000047-05-100
 470. 02-04-78--1-25-23090600000047-05-117
 471. 02-04-78--1-25-23090600000047-05-16
 472. 02-04-78--1-25-23090600000047-05-17
 473. 02-04-78--1-25-23090600000047-05-19
 474. 02-04-78--1-25-23090600000047-05-20
 475. 02-04-78--1-25-23090600000047-05-21
 476. 02-04-78--1-25-23090600000047-05-22
 477. 02-04-78--1-25-23090600000047-05-23
 478. 02-04-78--1-25-23090600000047-05-24
 479. 02-04-78--1-25-23090600000047-05-25
 480. 02-04-78--1-25-23090600000047-05-26
 481. 02-04-78--1-25-23090600000047-05-28
 482. 02-04-78--1-25-23090600000047-05-35
 483. 02-04-78--1-25-23090600000047-05-4
 484. 02-04-78--1-25-23090600000047-05-44
 485. 02-04-78--1-25-23090600000047-05-47
 486. 02-04-78--1-25-23090600000047-05-53
 487. 02-04-78--1-25-23090600000047-05-88
 488. 02-04-78--1-25-23090600000047-05-89
 489. 02-04-78--1-25-23090600000047-05-90
 490. 02-04-78--1-25-23090600000047-05-91
 491. 02-04-78--1-25-23090600000047-05-92
 492. 02-04-78--1-25-23100600000024-05-144
 493. 02-04-78--1-25-23100600000024-05-145
 494. 02-04-78--1-25-23100600000024-05-146
 495. 02-04-78--1-25-23100600000024-05-147
 496. 02-04-78--1-25-23100600000024-05-148
 497. 02-04-78--1-25-23100600000024-05-149
 498. 02-04-78--1-25-23100600000024-05-150
 499. 02-04-78--1-25-23100600000024-05-153
 500. 02-04-78--1-25-23100600000024-05-154
 501. 02-04-78--1-25-23100600000024-05-155
 502. 02-04-78--1-25-23100600000024-05-156
 503. 02-04-78--1-25-23100600000024-05-158
 504. 02-04-78--1-25-23100600000024-05-161
 505. 02-04-78--1-25-23100600000024-05-163
 506. 02-04-78--1-25-23100600000024-05-164
 507. 02-04-78--1-25-23100600000024-05-165
 508. 02-04-78--1-25-23100600000024-05-166
 509. 02-04-78--1-25-23100600000024-05-167
 510. 02-04-78--1-25-23100600000024-05-168
 511. 02-04-78--1-25-23100600000024-05-169
 512. 02-04-78--1-25-23100600000024-05-170
 513. 02-04-78--1-25-23100600000024-05-171
 514. 02-04-78--1-25-23100600000024-05-172
 515. 02-04-78--1-25-23100600000024-05-173
 516. 02-04-78--1-25-23100600000024-05-174
 517. 02-04-78--1-25-23100600000024-05-176
 518. 02-04-78--1-25-23100600000024-05-177
 519. 02-04-78--1-25-23100600000024-05-180
 520. 02-04-78--1-25-23100600000024-05-184
 521. 02-04-78--1-25-23100600000024-05-55
 522. 02-04-78--1-25-23100600000024-05-57
 523. 02-04-78--1-25-23100600000024-05-58
 524. 02-04-78--1-25-23100600000024-05-59
 525. 02-04-78--1-25-23100600000024-05-60
 526. 02-04-78--1-25-23100600000024-05-61
 527. 02-04-78--1-25-23100600000024-05-63
 528. 02-04-78--1-25-23100600000024-05-65
 529. 02-04-78--1-25-23100600000039-05-153
 530. 02-04-78--1-25-23100600000039-05-157
 531. 02-04-78--1-25-23100600000039-05-31
 532. 02-04-78--1-25-23100600000039-05-43
 533. 02-04-78--1-26-23090600000052-05-178
 534. 02-04-78--1-26-23090600000052-05-23
 535. 02-04-78--1-26-23090600000052-05-24
 536. 02-04-78--1-26-23090600000052-05-27
 537. 02-04-78--1-26-23090600000052-05-29
 538. 02-04-78--1-26-23090600000052-05-30
 539. 02-04-78--1-26-23090600000052-05-31
 540. 02-04-78--1-26-23090600000052-05-35
 541. 02-04-78--1-26-23090600000052-05-37
 542. 02-04-78--1-26-23090600000052-05-38
 543. 02-04-78--1-26-23090600000052-05-39
 544. 02-04-78--1-26-23090600000052-05-40
 545. 02-04-78--1-26-23090600000052-05-41
 546. 02-04-78--1-26-23090600000052-05-42
 547. 02-04-78--1-26-23090600000052-05-43
 548. 02-04-78--1-26-23090600000052-05-44
 549. 02-04-78--1-26-23090600000052-05-45
 550. 02-04-78--1-26-23090600000052-05-46
 551. 02-04-78--1-26-23090600000052-05-47
 552. 02-04-78--1-26-23090600000052-05-49
 553. 02-04-78--1-26-23090600000052-05-51
 554. 02-04-78--1-26-23090600000052-05-56
 555. 02-04-78--1-26-23090600000052-05-57
 556. 02-04-78--1-26-23090600000052-05-58
 557. 02-04-78--1-26-23090600000052-05-59
 558. 02-04-78--1-26-23090600000052-05-71
 559. 02-04-78--1-26-23090600000052-05-72
 560. 02-04-78--1-26-23090600000052-05-73
 561. 02-04-78--1-26-23090600000052-05-75
 562. 02-04-78--1-26-23090600000052-05-82
 563. 02-04-78--1-26-23090600000052-05-83
 564. 02-04-78--1-26-23090600000052-05-85
 565. 02-04-78--1-26-23090800000029-05-35
 566. 02-04-78--1-26-23090800000029-05-56
 567. 02-04-78--1-26-23090800000029-05-57
 568. 02-04-78--1-26-23090800000029-05-58
 569. 02-04-78--1-26-23090800000029-05-59
 570. 02-04-78--1-26-23090800000029-05-70
 571. 02-04-78--1-26-23090800000029-05-72
 572. 02-04-78--1-26-23090800000029-05-73
 573. 02-04-78--1-26-23090800000029-05-75
 574. 02-04-78--1-26-23090800000029-05-80
 575. 02-04-78--1-26-23090800000029-05-88
 576. 02-04-78--1-26-23090800000029-05-89
 577. 02-04-78--1-26-23090800000029-05-91
 578. 02-04-78--1-26-23090800000029-05-93
 579. 02-04-78--1-26-23090800000029-05-95
