오분류 패턴: Engaged(Interest) → Engaged(Calm)
케이스 수: 2741개
비율: 1.99%
  65. 02-04-78--1-20-23090800000057-01-96
  66. 02-04-78--1-20-23090800000057-01-97
  67. 02-04-78--1-20-23090800000057-01-98
  68. 02-04-78--1-20-23090800000057-01-99
  69. 02-04-78--1-21-23101100000047-01-1
  70. 02-04-78--1-21-23101100000047-01-113
  71. 02-04-78--1-21-23101100000047-01-116
  72. 02-04-78--1-21-23101100000047-01-117
  73. 02-04-78--1-21-23101100000047-01-128
  74. 02-04-78--1-21-23101100000047-01-133
  75. 02-04-78--1-21-23101100000047-01-134
  76. 02-04-78--1-21-23101100000047-01-137
  77. 02-04-78--1-21-23101100000047-01-158
  78. 02-04-78--1-21-23101100000047-01-168
  79. 02-04-78--1-21-23101100000047-01-169
  80. 02-04-78--1-21-23101100000047-01-171
  81. 02-04-78--1-21-23101100000047-01-172
  82. 02-04-78--1-21-23101100000047-01-173
  83. 02-04-78--1-21-23101100000047-01-177
  84. 02-04-78--1-21-23101100000047-01-183
  85. 02-04-78--1-21-23101100000047-01-184
  86. 02-04-78--1-21-23101100000047-01-192
  87. 02-04-78--1-21-23101100000047-01-195
  88. 02-04-78--1-21-23101100000047-01-2
  89. 02-04-78--1-21-23101100000047-01-200
  90. 02-04-78--1-21-23101100000047-01-38
  91. 02-04-78--1-21-23101100000047-01-39
  92. 02-04-78--1-21-23101100000047-01-52
  93. 02-04-78--1-21-23101100000047-01-53
  94. 02-04-78--1-21-23101100000047-01-54
  95. 02-04-78--1-21-23101100000047-01-55
  96. 02-04-78--1-21-23101100000047-01-56
  97. 02-04-78--1-21-23101100000047-01-57
  98. 02-04-78--1-21-23101100000047-01-58
  99. 02-04-78--1-21-23101100000047-01-60
 100. 02-04-78--1-21-23101100000047-01-67
 101. 02-04-78--1-21-23101100000047-01-69
 102. 02-04-78--1-21-23101100000047-01-76
 103. 02-04-78--1-21-23101100000047-01-86
 104. 02-04-78--1-21-23101100000047-01-92
 105. 02-04-78--1-21-23101100000047-01-98
 106. 02-04-78--1-23-23092200000046-01-13
 107. 02-04-78--1-23-23092200000046-01-14
 108. 02-04-78--1-23-23092200000046-01-146
 109. 02-04-78--1-23-23092200000046-01-20
 110. 02-04-78--1-23-23092200000046-01-21
 111. 02-04-78--1-23-23092200000046-01-23
 112. 02-04-78--1-23-23092200000046-01-26
 113. 02-04-78--1-23-23092200000046-01-27
 114. 02-04-78--1-23-23092200000046-01-28
 115. 02-04-78--1-23-23092200000046-01-29
 116. 02-04-78--1-23-23092200000046-01-30
 117. 02-04-78--1-23-23092200000046-01-31
 118. 02-04-78--1-23-23092200000046-01-32
 119. 02-04-78--1-23-23092200000046-01-33
 120. 02-04-78--1-23-23092200000046-01-34
 121. 02-04-78--1-23-23092200000046-01-35
 122. 02-04-78--1-23-23092200000046-01-36
 123. 02-04-78--1-23-23092200000046-01-37
 124. 02-04-78--1-23-23092200000046-01-55
 125. 02-04-78--1-23-23092200000046-01-87
 126. 02-04-78--1-23-23092200000046-01-9
 127. 02-04-78--1-23-23100600000062-01-0
 128. 02-04-78--1-23-23100600000062-01-1
 129. 02-04-78--1-23-23100600000062-01-10
 130. 02-04-78--1-23-23100600000062-01-11
 131. 02-04-78--1-23-23100600000062-01-111
 132. 02-04-78--1-23-23100600000062-01-112
 133. 02-04-78--1-23-23100600000062-01-118
 134. 02-04-78--1-23-23100600000062-01-12
 135. 02-04-78--1-23-23100600000062-01-124
 136. 02-04-78--1-23-23100600000062-01-125
 137. 02-04-78--1-23-23100600000062-01-136
 138. 02-04-78--1-23-23100600000062-01-14
 139. 02-04-78--1-23-23100600000062-01-147
 140. 02-04-78--1-23-23100600000062-01-15
 141. 02-04-78--1-23-23100600000062-01-151
 142. 02-04-78--1-23-23100600000062-01-153
 143. 02-04-78--1-23-23100600000062-01-154
 144. 02-04-78--1-23-23100600000062-01-155
 145. 02-04-78--1-23-23100600000062-01-156
 146. 02-04-78--1-23-23100600000062-01-158
 147. 02-04-78--1-23-23100600000062-01-159
 148. 02-04-78--1-23-23100600000062-01-16
 149. 02-04-78--1-23-23100600000062-01-169
 150. 02-04-78--1-23-23100600000062-01-17
 151. 02-04-78--1-23-23100600000062-01-175
 152. 02-04-78--1-23-23100600000062-01-177
 153. 02-04-78--1-23-23100600000062-01-178
 154. 02-04-78--1-23-23100600000062-01-179
 155. 02-04-78--1-23-23100600000062-01-18
 156. 02-04-78--1-23-23100600000062-01-180
 157. 02-04-78--1-23-23100600000062-01-183
 158. 02-04-78--1-23-23100600000062-01-19
 159. 02-04-78--1-23-23100600000062-01-195
 160. 02-04-78--1-23-23100600000062-01-196
 161. 02-04-78--1-23-23100600000062-01-2
 162. 02-04-78--1-23-23100600000062-01-20
 163. 02-04-78--1-23-23100600000062-01-206
 164. 02-04-78--1-23-23100600000062-01-207
 165. 02-04-78--1-23-23100600000062-01-21
 166. 02-04-78--1-23-23100600000062-01-212
 167. 02-04-78--1-23-23100600000062-01-22
 168. 02-04-78--1-23-23100600000062-01-23
 169. 02-04-78--1-23-23100600000062-01-24
 170. 02-04-78--1-23-23100600000062-01-25
 171. 02-04-78--1-23-23100600000062-01-27
 172. 02-04-78--1-23-23100600000062-01-28
 173. 02-04-78--1-23-23100600000062-01-3
 174. 02-04-78--1-23-23100600000062-01-30
 175. 02-04-78--1-23-23100600000062-01-31
 176. 02-04-78--1-23-23100600000062-01-32
 177. 02-04-78--1-23-23100600000062-01-33
 178. 02-04-78--1-23-23100600000062-01-34
 179. 02-04-78--1-23-23100600000062-01-35
 180. 02-04-78--1-23-23100600000062-01-36
 181. 02-04-78--1-23-23100600000062-01-37
 182. 02-04-78--1-23-23100600000062-01-4
 183. 02-04-78--1-23-23100600000062-01-5
 184. 02-04-78--1-23-23100600000062-01-51
 185. 02-04-78--1-23-23100600000062-01-52
 186. 02-04-78--1-23-23100600000062-01-53
 187. 02-04-78--1-23-23100600000062-01-54
 188. 02-04-78--1-23-23100600000062-01-55
 189. 02-04-78--1-23-23100600000062-01-56
 190. 02-04-78--1-23-23100600000062-01-57
 191. 02-04-78--1-23-23100600000062-01-58
 192. 02-04-78--1-23-23100600000062-01-59
 193. 02-04-78--1-23-23100600000062-01-6
 194. 02-04-78--1-23-23100600000062-01-60
 195. 02-04-78--1-23-23100600000062-01-61
 196. 02-04-78--1-23-23100600000062-01-62
 197. 02-04-78--1-23-23100600000062-01-7
 198. 02-04-78--1-23-23100600000062-01-74
 199. 02-04-78--1-23-23100600000062-01-8
 200. 02-04-78--1-23-23100600000062-01-80
 201. 02-04-78--1-23-23100600000062-01-9
 202. 02-04-78--1-23-23100600000062-01-99
 203. 02-04-78--1-23-23101100000033-01-127
 204. 02-04-78--1-23-23101100000033-01-139
 205. 02-04-78--1-23-23101100000033-01-219
 206. 02-04-78--1-23-23101100000033-01-5
 207. 02-04-78--1-23-23101300000021-01-13
 208. 02-04-78--1-23-23101300000021-01-155
 209. 02-04-78--1-23-23101300000021-01-167
 210. 02-04-78--1-23-23101300000021-01-191
 211. 02-04-78--1-23-23101300000021-01-202
 212. 02-04-78--1-23-23101300000021-01-3
 213. 02-04-78--1-23-23101300000021-01-4
 214. 02-04-78--1-23-23101300000021-01-96
 215. 02-04-78--1-24-23082700000217-01-150
 216. 02-04-78--1-24-23082700000217-01-366
 217. 02-04-78--1-24-23082700000217-01-367
 218. 02-04-78--1-24-23082700000217-01-372
 219. 02-04-78--1-24-23082700000217-01-373
 220. 02-04-78--1-24-23082700000217-01-374
 221. 02-04-78--1-24-23082700000311-01-101
 222. 02-04-78--1-24-23082700000311-01-114
 223. 02-04-78--1-24-23082700000311-01-117
 224. 02-04-78--1-24-23082700000311-01-118
 225. 02-04-78--1-24-23082700000311-01-129
 226. 02-04-78--1-24-23082700000311-01-131
 227. 02-04-78--1-24-23082700000311-01-132
 228. 02-04-78--1-24-23082700000311-01-136
 229. 02-04-78--1-24-23082700000311-01-140
 230. 02-04-78--1-24-23082700000311-01-145
 231. 02-04-78--1-24-23082700000311-01-147
 232. 02-04-78--1-24-23082700000311-01-149
 233. 02-04-78--1-24-23082700000311-01-150
 234. 02-04-78--1-24-23082700000311-01-152
 235. 02-04-78--1-24-23082700000311-01-159
 236. 02-04-78--1-24-23082700000311-01-164
 237. 02-04-78--1-24-23082700000311-01-173
 238. 02-04-78--1-24-23082700000311-01-180
 239. 02-04-78--1-24-23082700000311-01-183
 240. 02-04-78--1-24-23082700000311-01-185
 241. 02-04-78--1-24-23082700000311-01-187
 242. 02-04-78--1-24-23082700000311-01-190
 243. 02-04-78--1-24-23082700000311-01-194
 244. 02-04-78--1-24-23082700000311-01-214
 245. 02-04-78--1-24-23082700000311-01-215
 246. 02-04-78--1-24-23082700000311-01-218
 247. 02-04-78--1-24-23082700000311-01-229
 248. 02-04-78--1-24-23082700000311-01-230
 249. 02-04-78--1-24-23082700000311-01-231
 250. 02-04-78--1-24-23082700000311-01-232
 251. 02-04-78--1-24-23082700000311-01-233
 252. 02-04-78--1-24-23082700000311-01-234
 253. 02-04-78--1-24-23082700000311-01-235
 254. 02-04-78--1-24-23082700000311-01-236
 255. 02-04-78--1-24-23082700000311-01-238
 256. 02-04-78--1-24-23082700000311-01-239
 257. 02-04-78--1-24-23082700000311-01-244
 258. 02-04-78--1-24-23082700000311-01-246
 259. 02-04-78--1-24-23082700000311-01-247
 260. 02-04-78--1-24-23082700000311-01-260
 261. 02-04-78--1-24-23082700000311-01-291
 262. 02-04-78--1-24-23082700000311-01-322
 263. 02-04-78--1-24-23082700000311-01-347
 264. 02-04-78--1-24-23082700000311-01-348
 265. 02-04-78--1-24-23082700000311-01-427
 266. 02-04-78--1-24-23082700000311-01-428
 267. 02-04-78--1-24-23082700000311-01-429
 268. 02-04-78--1-24-23082700000311-01-430
 269. 02-04-78--1-24-23082700000311-01-431
 270. 02-04-78--1-24-23082700000311-01-432
 271. 02-04-78--1-24-23082700000311-01-75
 272. 02-04-78--1-24-23082700000311-01-87
 273. 02-04-78--1-24-23082700000311-01-89
 274. 02-04-78--1-24-23082700000311-01-91
 275. 02-04-78--1-24-23082700000311-01-92
 276. 02-04-78--1-24-23082700000311-01-93
 277. 02-04-78--1-24-23082700000311-01-94
 278. 02-04-78--1-24-23082700000311-01-97
 279. 02-04-78--1-24-23082700000311-01-98
 280. 02-04-78--1-24-23090600000032-01-0
 281. 02-04-78--1-24-23090600000032-01-12
 282. 02-04-78--1-24-23090600000032-01-144
 283. 02-04-78--1-24-23090600000032-01-211
 284. 02-04-78--1-24-23090600000032-01-222
 285. 02-04-78--1-24-23090600000032-01-23
 286. 02-04-78--1-24-23090600000032-01-73
 287. 02-04-78--1-24-23090600000063-01-185
 288. 02-04-78--1-24-23090600000063-01-40
 289. 02-04-78--1-24-23090800000056-01-134
 290. 02-04-78--1-24-23090800000056-01-159
 291. 02-04-78--1-24-23090800000056-01-168
 292. 02-04-78--1-24-23090800000056-01-169
 293. 02-04-78--1-24-23090800000056-01-171
 294. 02-04-78--1-24-23090800000056-01-183
 295. 02-04-78--1-24-23090800000056-01-200
 296. 02-04-78--1-24-23090800000056-01-52
 297. 02-04-78--1-24-23090800000056-01-53
 298. 02-04-78--1-24-23090800000056-01-61
 299. 02-04-78--1-24-23090800000056-01-88
 300. 02-04-78--1-24-23090800000056-01-90
 301. 02-04-78--1-24-23090800000056-01-92
 302. 02-04-78--1-24-23090800000056-01-93
 303. 02-04-78--1-24-23090800000056-01-95
 304. 02-04-78--1-24-23090800000056-01-99
 305. 02-04-78--1-24-23091500000038-01-177
 306. 02-04-78--1-24-23091500000038-01-178
 307. 02-04-78--1-24-23091500000038-01-80
 308. 02-04-78--1-24-23091500000038-01-84
 309. 02-04-78--1-24-23091500000038-01-85
 310. 02-04-78--1-24-23091500000038-01-86
 311. 02-04-78--1-24-23091500000038-01-90
 312. 02-04-78--1-24-23091500000038-01-92
 313. 02-04-78--1-24-23091500000038-01-93
 314. 02-04-78--1-24-23092000000003-01-0
 315. 02-04-78--1-24-23092000000003-01-1
 316. 02-04-78--1-24-23092000000003-01-10
 317. 02-04-78--1-24-23092000000003-01-106
 318. 02-04-78--1-24-23092000000003-01-108
 319. 02-04-78--1-24-23092000000003-01-11
 320. 02-04-78--1-24-23092000000003-01-110
 321. 02-04-78--1-24-23092000000003-01-111
 322. 02-04-78--1-24-23092000000003-01-114
 323. 02-04-78--1-24-23092000000003-01-115
 324. 02-04-78--1-24-23092000000003-01-117
 325. 02-04-78--1-24-23092000000003-01-119
 326. 02-04-78--1-24-23092000000003-01-120
 327. 02-04-78--1-24-23092000000003-01-122
 328. 02-04-78--1-24-23092000000003-01-123
 329. 02-04-78--1-24-23092000000003-01-131
 330. 02-04-78--1-24-23092000000003-01-132
 331. 02-04-78--1-24-23092000000003-01-138
 332. 02-04-78--1-24-23092000000003-01-145
 333. 02-04-78--1-24-23092000000003-01-150
 334. 02-04-78--1-24-23092000000003-01-151
 335. 02-04-78--1-24-23092000000003-01-152
 336. 02-04-78--1-24-23092000000003-01-153
 337. 02-04-78--1-24-23092000000003-01-156
 338. 02-04-78--1-24-23092000000003-01-159
 339. 02-04-78--1-24-23092000000003-01-161
 340. 02-04-78--1-24-23092000000003-01-162
 341. 02-04-78--1-24-23092000000003-01-163
 342. 02-04-78--1-24-23092000000003-01-164
 343. 02-04-78--1-24-23092000000003-01-165
 344. 02-04-78--1-24-23092000000003-01-166
 345. 02-04-78--1-24-23092000000003-01-167
 346. 02-04-78--1-24-23092000000003-01-168
 347. 02-04-78--1-24-23092000000003-01-169
 348. 02-04-78--1-24-23092000000003-01-170
 349. 02-04-78--1-24-23092000000003-01-171
 350. 02-04-78--1-24-23092000000003-01-174
 351. 02-04-78--1-24-23092000000003-01-175
 352. 02-04-78--1-24-23092000000003-01-176
 353. 02-04-78--1-24-23092000000003-01-177
 354. 02-04-78--1-24-23092000000003-01-178
 355. 02-04-78--1-24-23092000000003-01-179
 356. 02-04-78--1-24-23092000000003-01-180
 357. 02-04-78--1-24-23092000000003-01-188
 358. 02-04-78--1-24-23092000000003-01-191
 359. 02-04-78--1-24-23092000000003-01-2
 360. 02-04-78--1-24-23092000000003-01-20
 361. 02-04-78--1-24-23092000000003-01-209
 362. 02-04-78--1-24-23092000000003-01-211
 363. 02-04-78--1-24-23092000000003-01-212
 364. 02-04-78--1-24-23092000000003-01-216
 365. 02-04-78--1-24-23092000000003-01-217
 366. 02-04-78--1-24-23092000000003-01-23
 367. 02-04-78--1-24-23092000000003-01-25
 368. 02-04-78--1-24-23092000000003-01-4
 369. 02-04-78--1-24-23092000000003-01-48
 370. 02-04-78--1-24-23092000000003-01-49
 371. 02-04-78--1-24-23092000000003-01-5
 372. 02-04-78--1-24-23092000000003-01-50
 373. 02-04-78--1-24-23092000000003-01-59
 374. 02-04-78--1-24-23092000000003-01-6
 375. 02-04-78--1-24-23092000000003-01-67
 376. 02-04-78--1-24-23092000000003-01-7
 377. 02-04-78--1-24-23092000000003-01-70
 378. 02-04-78--1-24-23092000000003-01-71
 379. 02-04-78--1-24-23092000000003-01-72
 380. 02-04-78--1-24-23092000000003-01-73
 381. 02-04-78--1-24-23092000000003-01-74
 382. 02-04-78--1-24-23092000000003-01-75
 383. 02-04-78--1-24-23092000000003-01-76
 384. 02-04-78--1-24-23092000000003-01-77
 385. 02-04-78--1-24-23092000000003-01-78
 386. 02-04-78--1-24-23092000000003-01-79
 387. 02-04-78--1-24-23092000000003-01-8
 388. 02-04-78--1-24-23092000000003-01-80
 389. 02-04-78--1-24-23092000000003-01-81
 390. 02-04-78--1-24-23092000000003-01-82
 391. 02-04-78--1-24-23092000000003-01-83
 392. 02-04-78--1-24-23092000000003-01-84
 393. 02-04-78--1-24-23092000000003-01-88
 394. 02-04-78--1-24-23092000000003-01-9
 395. 02-04-78--1-24-23092000000011-01-44
 396. 02-04-78--1-24-23092000000011-01-46
 397. 02-04-78--1-24-23092000000011-01-48
 398. 02-04-78--1-24-23092000000011-01-49
 399. 02-04-78--1-24-23092000000011-01-62
 400. 02-04-78--1-24-23092000000020-01-134
 401. 02-04-78--1-24-23092000000020-01-138
 402. 02-04-78--1-24-23092000000020-01-157
 403. 02-04-78--1-24-23092000000020-01-158
 404. 02-04-78--1-24-23092000000020-01-16
 405. 02-04-78--1-24-23092000000020-01-167
 406. 02-04-78--1-24-23092000000020-01-218
 407. 02-04-78--1-24-23092000000020-01-34
 408. 02-04-78--1-24-23092000000020-01-53
 409. 02-04-78--1-24-23092000000020-01-66
 410. 02-04-78--1-24-23092000000020-01-67
 411. 02-04-78--1-24-23092000000020-01-72
 412. 02-04-78--1-24-23092000000020-01-73
 413. 02-04-78--1-24-23092000000020-01-74
 414. 02-04-78--1-24-23092000000020-01-85
 415. 02-04-78--1-24-23092000000020-01-86
 416. 02-04-78--1-24-23092000000020-01-87
 417. 02-04-78--1-24-23092000000020-01-89
 418. 02-04-78--1-24-23092000000020-01-91
 419. 02-04-78--1-24-23092000000020-01-93
 420. 02-04-78--1-24-23092200000012-01-104
 421. 02-04-78--1-24-23092200000012-01-106
 422. 02-04-78--1-24-23092200000012-01-11
 423. 02-04-78--1-24-23092200000012-01-117
 424. 02-04-78--1-24-23092200000012-01-121
 425. 02-04-78--1-24-23092200000012-01-127
 426. 02-04-78--1-24-23092200000012-01-128
 427. 02-04-78--1-24-23092200000012-01-129
 428. 02-04-78--1-24-23092200000012-01-130
 429. 02-04-78--1-24-23092200000012-01-131
 430. 02-04-78--1-24-23092200000012-01-139
 431. 02-04-78--1-24-23092200000012-01-141
 432. 02-04-78--1-24-23092200000012-01-152
 433. 02-04-78--1-24-23092200000012-01-155
 434. 02-04-78--1-24-23092200000012-01-156
 435. 02-04-78--1-24-23092200000012-01-157
 436. 02-04-78--1-24-23092200000012-01-158
 437. 02-04-78--1-24-23092200000012-01-164
 438. 02-04-78--1-24-23092200000012-01-165
 439. 02-04-78--1-24-23092200000012-01-166
 440. 02-04-78--1-24-23092200000012-01-171
 441. 02-04-78--1-24-23092200000012-01-177
 442. 02-04-78--1-24-23092200000012-01-181
 443. 02-04-78--1-24-23092200000012-01-182
 444. 02-04-78--1-24-23092200000012-01-183
 445. 02-04-78--1-24-23092200000012-01-184
 446. 02-04-78--1-24-23092200000012-01-185
 447. 02-04-78--1-24-23092200000012-01-186
 448. 02-04-78--1-24-23092200000012-01-187
 449. 02-04-78--1-24-23092200000012-01-190
 450. 02-04-78--1-24-23092200000012-01-191
 451. 02-04-78--1-24-23092200000012-01-193
 452. 02-04-78--1-24-23092200000012-01-20
 453. 02-04-78--1-24-23092200000012-01-203
 454. 02-04-78--1-24-23092200000012-01-204
 455. 02-04-78--1-24-23092200000012-01-205
 456. 02-04-78--1-24-23092200000012-01-206
 457. 02-04-78--1-24-23092200000012-01-207
 458. 02-04-78--1-24-23092200000012-01-208
 459. 02-04-78--1-24-23092200000012-01-209
 460. 02-04-78--1-24-23092200000012-01-21
 461. 02-04-78--1-24-23092200000012-01-211
 462. 02-04-78--1-24-23092200000012-01-213
 463. 02-04-78--1-24-23092200000012-01-215
 464. 02-04-78--1-24-23092200000012-01-22
 465. 02-04-78--1-24-23092200000012-01-23
 466. 02-04-78--1-24-23092200000012-01-24
 467. 02-04-78--1-24-23092200000012-01-27
 468. 02-04-78--1-24-23092200000012-01-28
 469. 02-04-78--1-24-23092200000012-01-29
 470. 02-04-78--1-24-23092200000012-01-32
 471. 02-04-78--1-24-23092200000012-01-34
 472. 02-04-78--1-24-23092200000012-01-35
 473. 02-04-78--1-24-23092200000012-01-37
 474. 02-04-78--1-24-23092200000012-01-43
 475. 02-04-78--1-24-23092200000012-01-45
 476. 02-04-78--1-24-23092200000012-01-46
 477. 02-04-78--1-24-23092200000012-01-47
 478. 02-04-78--1-24-23092200000012-01-48
 479. 02-04-78--1-24-23092200000012-01-58
 480. 02-04-78--1-24-23092200000012-01-65
 481. 02-04-78--1-24-23092200000012-01-92
 482. 02-04-78--1-24-23101100000007-01-0
 483. 02-04-78--1-24-23101100000007-01-147
 484. 02-04-78--1-24-23101100000007-01-170
 485. 02-04-78--1-24-23101100000007-01-187
 486. 02-04-78--1-24-23101100000007-01-4
 487. 02-04-78--1-24-23101100000007-01-73
 488. 02-04-78--1-25-23082700000104-01-156
 489. 02-04-78--1-25-23082700000104-01-265
 490. 02-04-78--1-25-23082700000104-01-318
 491. 02-04-78--1-25-23082700000104-01-420
 492. 02-04-78--1-25-23082700000104-01-60
 493. 02-04-78--1-25-23082700000104-01-61
 494. 02-04-78--1-25-23090600000023-01-110
 495. 02-04-78--1-25-23090600000023-01-130
 496. 02-04-78--1-25-23090600000023-01-17
 497. 02-04-78--1-25-23090600000023-01-183
 498. 02-04-78--1-25-23090600000023-01-187
 499. 02-04-78--1-25-23090600000023-01-19
 500. 02-04-78--1-25-23090600000023-01-195
 501. 02-04-78--1-25-23090600000023-01-25
 502. 02-04-78--1-25-23090600000023-01-30
 503. 02-04-78--1-25-23090600000023-01-39
 504. 02-04-78--1-25-23090600000023-01-45
 505. 02-04-78--1-25-23090600000023-01-5
 506. 02-04-78--1-25-23090600000023-01-51
 507. 02-04-78--1-25-23090600000023-01-54
 508. 02-04-78--1-25-23090600000023-01-6
 509. 02-04-78--1-25-23090600000023-01-60
 510. 02-04-78--1-25-23090600000023-01-72
 511. 02-04-78--1-25-23090600000023-01-84
 512. 02-04-78--1-25-23090600000023-01-98
 513. 02-04-78--1-25-23090600000033-01-1
 514. 02-04-78--1-25-23090600000033-01-108
 515. 02-04-78--1-25-23090600000033-01-109
 516. 02-04-78--1-25-23090600000033-01-121
 517. 02-04-78--1-25-23090600000033-01-144
 518. 02-04-78--1-25-23090600000033-01-23
 519. 02-04-78--1-25-23090600000033-01-40
 520. 02-04-78--1-25-23090600000033-01-43
 521. 02-04-78--1-25-23090600000033-01-48
 522. 02-04-78--1-25-23090600000033-01-90
 523. 02-04-78--1-25-23090600000047-01-124
 524. 02-04-78--1-25-23090600000047-01-134
 525. 02-04-78--1-25-23090600000047-01-196
 526. 02-04-78--1-25-23090600000047-01-198
 527. 02-04-78--1-25-23090600000047-01-200
 528. 02-04-78--1-25-23090600000047-01-5
 529. 02-04-78--1-25-23090600000047-01-56
 530. 02-04-78--1-25-23090600000047-01-59
 531. 02-04-78--1-25-23090600000047-01-86
 532. 02-04-78--1-25-23090600000047-01-94
 533. 02-04-78--1-25-23090600000047-01-95
 534. 02-04-78--1-25-23090600000047-01-96
 535. 02-04-78--1-25-23090600000047-01-97
 536. 02-04-78--1-25-23100600000024-01-0
 537. 02-04-78--1-25-23100600000024-01-10
 538. 02-04-78--1-25-23100600000024-01-105
 539. 02-04-78--1-25-23100600000024-01-106
 540. 02-04-78--1-25-23100600000024-01-107
 541. 02-04-78--1-25-23100600000024-01-108
 542. 02-04-78--1-25-23100600000024-01-109
 543. 02-04-78--1-25-23100600000024-01-11
 544. 02-04-78--1-25-23100600000024-01-111
 545. 02-04-78--1-25-23100600000024-01-112
 546. 02-04-78--1-25-23100600000024-01-12
 547. 02-04-78--1-25-23100600000024-01-123
 548. 02-04-78--1-25-23100600000024-01-124
 549. 02-04-78--1-25-23100600000024-01-126
 550. 02-04-78--1-25-23100600000024-01-127
 551. 02-04-78--1-25-23100600000024-01-129
 552. 02-04-78--1-25-23100600000024-01-130
 553. 02-04-78--1-25-23100600000024-01-131
 554. 02-04-78--1-25-23100600000024-01-132
 555. 02-04-78--1-25-23100600000024-01-133
 556. 02-04-78--1-25-23100600000024-01-134
 557. 02-04-78--1-25-23100600000024-01-135
 558. 02-04-78--1-25-23100600000024-01-136
 559. 02-04-78--1-25-23100600000024-01-140
 560. 02-04-78--1-25-23100600000024-01-141
 561. 02-04-78--1-25-23100600000024-01-142
 562. 02-04-78--1-25-23100600000024-01-143
 563. 02-04-78--1-25-23100600000024-01-148
 564. 02-04-78--1-25-23100600000024-01-153
 565. 02-04-78--1-25-23100600000024-01-156
 566. 02-04-78--1-25-23100600000024-01-162
 567. 02-04-78--1-25-23100600000024-01-163
 568. 02-04-78--1-25-23100600000024-01-164
 569. 02-04-78--1-25-23100600000024-01-165
 570. 02-04-78--1-25-23100600000024-01-166
 571. 02-04-78--1-25-23100600000024-01-167
 572. 02-04-78--1-25-23100600000024-01-168
 573. 02-04-78--1-25-23100600000024-01-178
 574. 02-04-78--1-25-23100600000024-01-179
 575. 02-04-78--1-25-23100600000024-01-18
 576. 02-04-78--1-25-23100600000024-01-180
 577. 02-04-78--1-25-23100600000024-01-185
 578. 02-04-78--1-25-23100600000024-01-19
 579. 02-04-78--1-25-23100600000024-01-199
